Version,0.036,,,,,,,,,,,,,Lavar,,,,,,,,,,
Member Label,Member Description,P_Familj,Group Name,Variable Name,Internet link,Latin,P_Storaarter,P_Ris,P_BuskarTrad,P_Barande,P_Habitat_gräsm,P_Habitat_våtm,P_Mossor,P_Lavar,P_H8230,P_H6110,P_Silikat,P_Vatten,P_Kalk,P_Dike,P_Artrikt,P_Hällmark,P_naturahabitat,P_Sand
Luddhavre,Avenula pubescens,Gräs,SmaProvArt,Luddhavre,https://sv.wikipedia.org/wiki/Luddhavre,Avenula pubescens,,,,,,,,,,,,,,,,,,
Luddkrissla,Inula britannica,Korgblommiga,SmaProvArt,Luddkrissla,https://artfakta.se/artbestamning/taxon/Pentanema%20britannicum-221104,,,,,,,,,,,,,,Kalk,,,,,
Luddlosta,Bromus hordeaceus subsp. hordeaceus,Gräs,SmaProvArt,Luddlosta,https://sv.wikipedia.org/wiki/Luddlosta,Bromus hordeaceus subsp. hordeaceus,,,,,,,,,,,Silikat,,Kalk,,,Hällmark,,
Lund-/Kalktrav,Arabis hirsuta var. hirsuta/glaberrima,Korsblommiga,SmaProvArt,Lundtrav_Kalktrav,https://artfakta.se/artbestamning/taxon/Arabis%20hirsuta-220423,,,,,,Gräsmark,,,,,,Silikat,,Kalk,,,Hällmark,,
Lundgröe,Poa nemoralis,Gräs,SmaProvArt,Lundgroe,https://sv.wikipedia.org/wiki/Lundgr%C3%B6e,Poa nemoralis,,,,,,,,,,,,,,,,,,
"Låga, Dött Träd",,-,TradBuskArt,Dott_Trad,https://sv.wikipedia.org/wiki/L%C3%A5ga,,,,Träd,,,,,,,,,,,,,,,
Lånke-Arter,Callitriche,Lånkeväxter,SmaProvArt,Lanke_Arter,https://sv.wikipedia.org/wiki/L%C3%A5nke-arter,Callitriche spp.,,,,,,,,,,,,Vatten,,Dike,,,,
Låsbräknar,Ophioglossaceae,Låsbräkenväxter,SmaProvArt,Lasbraknar,https://artfakta.se/artbestamning/taxon/botrychium-1005935,,,,,,,,,,,,,,,,,,,
Lärk,Larix decidua,Tallväxter,TradBuskArt,Lark,https://sv.wikipedia.org/wiki/L%C3%A4rk,,,,Träd,,,,,,,,,,,,,,,
Lökgamander,Teucrium scordium,Kransblommiga,SmaProvArt,Lokgamander,https://artfakta.se/artbestamning/taxon/Teucrium%20scordium-221844,,,,,,,,,,,,,,Kalk,,,,,
Lönn,Acer platanoides,Kinesträdsväxter,TradBuskArt,Lonn,https://sv.wikipedia.org/wiki/L%C3%B6nn,Acer platanoides,,,Träd,,,,,,,,,,,,,,,
Majbräken,Athyrium filix-femina,Majbräkenväxter,SmaProvArt,Majbraken,https://sv.wikipedia.org/wiki/Majbr%C3%A4ken,Athyrium filix-femina,Stor art,,,,,,,,,,,,,,,,,
Majsmörblomma,Ranunculus auricomus,Ranunkelväxter,SmaProvArt,Majsmorblomma,https://sv.wikipedia.org/wiki/Majsm%C3%B6rblomma,Ranunculus auricomus,,,,,,,,,,,,,,,,,,
Majveronika,Veronica serpyllifolia,Grobladsväxter,SmaProvArt,Majveronika,https://sv.wikipedia.org/wiki/Majveronika,Veronica serpyllifolia,,,,,,,,,,,Silikat,,,,,Hällmark,,
Majviva,Primula farinosa,Viveväxter,SmaProvArt,Majviva,https://sv.wikipedia.org/wiki/Majviva,Primula farinosa,,,,,Gräsmark,Våtmark,,,,,,,Kalk,,,,,
Mandelblom,Saxifraga granulata,Stenbräckeväxter,SmaProvArt,Mandelblom,https://sv.wikipedia.org/wiki/Mandelblom,Saxifraga granulata,,,,,,,,,KT,,Silikat,,Kalk,,,Hällmark,,
Mannagräs,Glyceria fluitans,Gräs,SmaProvArt,Mannagras,https://sv.wikipedia.org/wiki/Mannagr%C3%A4s,Glyceria fluitans,,,,,,,,,,,,,,,,,,
Masklav,Thamnolia vermicularis,Lavar,SmaProvArt,Masklav,http://artfakta.artdatabanken.se/taxon/230144,Thamnolia vermicularis,,,,,,,,Lavar,,KT,Silikat,,Kalk,,,Hällmark,,
Maskrosor,Taraxacum spp,Korgblommiga,SmaProvArt,Maskrosor,https://sv.wikipedia.org/wiki/Maskrosor,Taraxacum spp,,,,,,,,,,,,,,,,,,
Midsommarblomster,Geranium sylvaticum,Näveväxter,SmaProvArt,Midsommarblomster,https://sv.wikipedia.org/wiki/Midsommarblomster,Geranium sylvaticum,,,,,,,,,,,,,,,,,,
Mjölkört,Chamaenerion angustifolium,Dunörtsväxter,SmaProvArt,Mjolkort,https://sv.wikipedia.org/wiki/Mj%C3%B6lk%C3%B6rt,Chamaenerion angustifolium,Stor art,,,,,,,,,,,,,,,,,
Mjölon,Arctostaphylos uva-ursi,Ljungväxter,SmaProvArt,Mjolon,https://sv.wikipedia.org/wiki/Mj%C3%B6lon,Arctostaphylos uva-ursi,,,,,,,,,,,,,,,,,,
Murgröna,Hedera helix,Araliaväxter,TradBuskArt,Murgrona,https://sv.wikipedia.org/wiki/Murgr%C3%B6na,,,,Buskar,,,,,,,,,,,,,,,
Murruta,Asplenium ruta-muraria,Ormbunksväxter,SmaProvArt,Murruta,https://artfakta.se/artbestamning/taxon/Asplenium%20ruta-muraria-222730,,,,,,,,,,,,,,Kalk,,,Hällmark,,
Myrbjörnmossa,Polytrichum strictum,Mossor,SmaProvArt,Myrbjornmossa,https://sv.wikipedia.org/wiki/Myrbj%C3%B6rnmossa,Polytrichum strictum,,,,,,Våtmark,Mossor,,,,,,,,,,,
Myrlilja,Narthecium ossifragum,Myrliljeväxter,SmaProvArt,Myrlilja,https://sv.wikipedia.org/wiki/Myrlilja,Narthecium ossifragum,Stor art,,,,,,,,,,,,,,,,,
Myruddmossa,Cinclidium stygium,Mossor,SmaProvArt,Myruddmossa,https://artfakta.se/artbestamning/taxon/cinclidium-stygium-2365,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Måbär,Ribes alpinum,Rosväxter,TradBuskArt,Mabar,https://sv.wikipedia.org/wiki/M%C3%A5b%C3%A4r,Ribes alpinum,,,Buskar,Bärande,,,,,,,,,,,,,,
Mållor,Chenopodium spp/Atriplex spp,Mållväxter,SmaProvArt,Mallor,https://sv.wikipedia.org/wiki/M%C3%A5llor,Chenopodium spp/Atriplex spp,,,,,,,,,,,,,,,,,,
Nagelört,Draba verna,Korsblommiga,SmaProvArt,Nagelort,https://artfakta.se/artbestamning/taxon/Draba%20verna-220508,,,,,,,,,,,,,,,,,,,
Nattvioler,Platanthera spp,Orkideer,SmaProvArt,Nattvioler,https://sv.wikipedia.org/wiki/Nattvioler,Platanthera spp,,,,,,,,,,,,,,,,,,
Navellavar,Umbilicaria,Lavar,SmaProvArt,Navellavar,http://artfakta.artdatabanken.se/?&s=navellav&v=1,Umbilicaria,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Nejlikrot,Geum urbanum,Rosväxter,SmaProvArt,Nejlikrot,https://sv.wikipedia.org/wiki/Nejlikrot,Geum urbanum,,,,,,,,,,,,,,,,,,
Norrlandsstarr,Carex aquatilis,Halvgräs,SmaProvArt,Norrlandsstarr,https://sv.wikipedia.org/wiki/Norrlandsstarr,Carex aquatilis,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Nysört,Achillea ptarmica,Korgblommiga,SmaProvArt,Nysort,https://sv.wikipedia.org/wiki/Nys%C3%B6rt,Achillea ptarmica,,,,,,,,,,,,,,,,,,
Näckmossa,Fontinalis,Mossor,SmaProvArt,Nackmossa,https://sv.wikipedia.org/wiki/N%C3%A4ckmossa,Fontinalis,,,,,,,Mossor,,,,,,,,,,,
Odon,Vaccinium uliginosum,Ljungväxter,SmaProvArt,Odon,https://sv.wikipedia.org/wiki/Odon,Vaccinium uliginosum,,,,,,,,,,,,,,,,,,
Olvon,Viburnum opulus,Desmeknoppsväxter,TradBuskArt,Olvon,https://sv.wikipedia.org/wiki/Olvon,Viburnum opulus,,,Buskar,Bärande,,,,,,,,,,,,,,
Ormrot,Bistorta vivipara,Slideväxter,SmaProvArt,Ormrot,https://sv.wikipedia.org/wiki/Ormrot,Bistorta vivipara,,,,,,,,,,,,,,,,,,
Ormbär,Paris quadrifolia,Nysrotsväxter,SmaProvArt,Ormbar,https://artfakta.se/artbestamning/taxon/Paris%20quadrifolia-223049,,,,,,,,,,,,,,,,,,,
Oxbär-Arter,Cotoneaster,Rosväxter,TradBuskArt,Oxbar_arter,https://artfakta.se/artbestamning/taxon/Cotoneaster-1006564,Cotoneaster spp.,,,Buskar,Bärande,,,,,,,,,,,,,,
Oxlar,Sorbus intermedia,Rosväxter,TradBuskArt,Oxlar,https://sv.wikipedia.org/wiki/Oxel,Sorbus intermedia,,,Träd,Bärande,,,,,,,,,,,,,,
Palmmossa,Climacium dendroides,Mossor,SmaProvArt,Palmmossa,https://sv.wikipedia.org/wiki/Palmmossa,Climacium dendroides,,,,,,Våtmark,Mossor,,KT,,Silikat,,,,,Hällmark,,
Parkslide,Reynoutria japonica,Slideväxter,SmaProvArt,Parkslide,https://sv.wikipedia.org/wiki/Parkslide,Reynoutria japonica,Stor art,,,,,,,,,,,,,,,,,
Pilar/Jolster,Salix,Videväxter,TradBuskArt,Pilar_Jolster,https://sv.wikipedia.org/wiki/Pilar/Jolster,,,,Träd,,,,,,,,,,,,,,,
Piprensarmossa,Paludella squarrosa,Mossor,SmaProvArt,Piprensarmossa,https://artfakta.se/artbestamning/taxon/paludella-squarrosa-2394,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Piprör,Calamagrostis arundinacea,Gräs,SmaProvArt,Pipror,https://sv.wikipedia.org/wiki/Pipr%C3%B6r,Calamagrostis arundinacea,Stor art,,,,,,,,,,,,,,,,,
Plister (Alla),Lamium,Kransblommiga,SmaProvArt,Plister,https://sv.wikipedia.org/wiki/Plistersl%C3%A4ktet,Lamium,,,,,,,,,,,,,,,,,,
Plommon,Prunus domestica,Rosväxter,TradBuskArt,Plommon,https://sv.wikipedia.org/wiki/Plommon,Prunus domestica,,,Träd,Bärande,,,,,,,,,,,,,,
Plyschmossa,Ditrichum flexicaule,Mossor,SmaProvArt,Plyschmossa,https://artfakta.se/artbestamning/taxon/Ditrichum%20flexicaule-2100,,,,,,,,Mossor,,,KT,,,Kalk,,,Hällmark,,
Pors,Myrica,Porsväxter,TradBuskArt,Pors,https://sv.wikipedia.org/wiki/Pors,Myrica,,,Buskar,,,,,,,,,,,,,,,
Praktbrunört,Prunella grandiflora,Kransblommiga,SmaProvArt,Praktbrunort,https://artfakta.se/artbestamning/taxon/Prunella%20grandiflora-221143,,,,,,,,,,,,,,Kalk,,,,,
Praktflikmossa,Leiocolea rutheana,Mossor,SmaProvArt,Praktflikmossa,https://artfakta.se/artbestamning/taxon/leiocolea-rutheana-2234,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Praktvitmossa,Sphagnum magellanicum,Mossor,SmaProvArt,Praktvitmossa,https://sv.wikipedia.org/wiki/Praktvitmossa,Sphagnum magellanicum,,,,,,Våtmark,Mossor,,,,,,,,,,,
Prästkrage,Leucanthemum vulgare,Korgblommiga,SmaProvArt,Prastkrage,https://sv.wikipedia.org/wiki/Pr%C3%A4stkrage,Leucanthemum vulgare,,,,,,,,,,,,,,,Artrikt,,,
Påskrislavar,Stereocaulon,Lavar,SmaProvArt,Paskrislavar,https://www.artportalen.se/media/taxon/1008151,Stereocaulon,,,,,,,,Lavar,,,Silikat,,Kalk,,,Hällmark,,
Päron,Pyrus communis,Rosväxter,TradBuskArt,Paron,https://sv.wikipedia.org/wiki/P%C3%A4ron,Pyrus communis,,,Träd,Bärande,,,,,,,,,,,,,,
Renfana,Tanacetum vulgare,Korgblommiga,SmaProvArt,Renfana,https://sv.wikipedia.org/wiki/Renfana,Tanacetum vulgare,Stor art,,,,,,,,,,,,,,,,,
Renlavar,Cladina,Lavar,SmaProvArt,Renlavar,https://artfakta.se/artbestamning/taxon/Cladonia%20sect.%20Cladina-6042278,Cladina,,,,,,,,Lavar,,,Silikat,,Kalk,,,Hällmark,,
Revfibbla,Pilosella lactucella,Korgblommiga,SmaProvArt,Revfibbla,https://sv.wikipedia.org/wiki/Revfibbla,Pilosella lactucella,,,,,,,,,,,Silikat,,,,,Hällmark,,
Revfingerört,Potentilla reptans,Rosväxter,SmaProvArt,Revfingerort,https://sv.wikipedia.org/wiki/Revfinger%C3%B6rt,Potentilla reptans,,,,,,,,,,,,,,,,,,
Revsmörblomma,Ranunculus repens,Ranunkelväxter,SmaProvArt,Revsmorblomma,https://sv.wikipedia.org/wiki/Revsm%C3%B6rblomma,Ranunculus repens,,,,,,,,,,,,,,,,,,
Rip-/Ull-/Lappvide,Salix glauca/S. lanata/S. lapponum,Videväxter,TradBuskArt,Rip_Ull_Lappvide,https://sv.wikipedia.org/wiki/Rip/ull/lappvide,,,,Buskar,,,,,,,,,,,,,,,
Rosettjungfrulin,Polygala amarella,Jungfrulinväxter,SmaProvArt,Rosettjungfrulin,https://artfakta.se/artbestamning/taxon/Polygala%20amarella-220853,,,,,,Gräsmark,,,,,,,,Kalk,,,Hällmark,,
Rosling,Andromeda polifolia,Ljungväxter,SmaProvArt,Rosling,https://sv.wikipedia.org/wiki/Rosling,Andromeda polifolia,,,,,,,,,,,,,,,,,,
Rosor Övriga,Rosa,Rosväxter,TradBuskArt,Rosor_Ovriga,https://sv.wikipedia.org/wiki/Rossl%C3%A4ktet,Rosa spp.,,,Buskar,Bärande,,,,,,,,,,,,,,
Rostvitmossa,Sphagnum fuscum,Mossor,SmaProvArt,Rostvitmossa,https://sv.wikipedia.org/wiki/Rostvitmossa,Sphagnum fuscum,,,,,,Våtmark,Mossor,,,,,,,,,,,
Rotfibbla,Hypochaeris radicata,Korgblommiga,SmaProvArt,Rotfibbla,https://artfakta.se/artbestamning/taxon/Hypochaeris%20radicata-220205,,,,,,,,,,,,,,,,,,,
Ryltåg,Juncus articulatus,Tågväxter,SmaProvArt,Ryltag,http://linnaeus.nrm.se/flora/mono/junca/juncu/juncart.html,Juncus articulatus,,,,,,,,,,,,,,,,,,
Råttsvans,Myosurus minimus,Ranunkelväxter,SmaProvArt,Rattsvans,https://artfakta.se/artbestamning/taxon/Myosurus%20minimus-220831,,,,,,,,,,,,,,,,,,,
Rödblära,Silene dioica,Nejlikväxter,SmaProvArt,Rodblara,https://artfakta.se/artbestamning/taxon/Silene%20dioica-220927,,,,,,,,,,,,,,,,,,,
Röd Skorpionmossa,Scorpidium revolvens,Mossor,SmaProvArt,Rod_Skorpionmossa,https://artfakta.se/artbestamning/taxon/scorpidium-revolvens-2707,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Rödklint,Centaurea jacea,Korgblommiga,SmaProvArt,Rodklint,https://sv.wikipedia.org/wiki/R%C3%B6dklint,Centaurea jacea,,,,,,,,,,,,,,,Artrikt,,,
Rödklöver,Trifolium pratense,Ärtväxter,SmaProvArt,Rodklover,https://sv.wikipedia.org/wiki/R%C3%B6dkl%C3%B6ver,Trifolium pratense,,,,,,,,,,,,,,,,,,
Rödkämpar,Plantago media,Grobladsväxter,SmaProvArt,Rodkampar,https://sv.wikipedia.org/wiki/R%C3%B6dk%C3%A4mpar,Plantago media,,,,,Gräsmark,,,,,,,,,,Artrikt,,,
Rödmire,Anagallis arvensis,Viveväxter,SmaProvArt,Rodmire,https://artfakta.se/artbestamning/taxon/Lysimachia%20arvensis-219928,,,,,,,,,,,,,,Kalk,,,,,
Rödsvingel,Festuca rubra,Gräs,SmaProvArt,Rodsvingel,https://sv.wikipedia.org/wiki/R%C3%B6dsvingel,Festuca rubra,,,,,,,,,,,,,,,,,,
Röllika,Achillea millefolium,Korgblommiga,SmaProvArt,Rollika,https://sv.wikipedia.org/wiki/R%C3%B6llika,Achillea millefolium,,,,,,,,,,,,,,,,,,
Rönn,Sorbus aucuparia,Rosväxter,TradBuskArt,Ronn,https://sv.wikipedia.org/wiki/R%C3%B6nn,Sorbus aucuparia,,,Träd,Bärande,,,,,,,,,,,,,,
Rörflen,Phalaris arundinacea,Gräs,SmaProvArt,Rorflen,https://sv.wikipedia.org/wiki/R%C3%B6rflen,Phalaris arundinacea,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Sandkrassing,Teesdalia nudicaulis,Korsblommiga,SmaProvArt,Sandkrassing,https://artfakta.se/artbestamning/taxon/Teesdalia%20nudicaulis-220605,,,,,,,,,,,,,,,,,,,
Sandnarv,Arenaria serpyllifolia,Nejlikväxter,SmaProvArt,Sandnarv,https://sv.wikipedia.org/wiki/Sandnarv,Arenaria serpyllifolia,,,,,,,,,,,Silikat,,,,,Hällmark,,
Sankt P-/Göknycklar,Orchis mascula/ Anacamptis morio,Orkideer,SmaProvArt,Sanktpersnycklar_Goknycklar,https://artfakta.se/artbestamning/taxon/Orchis%20mascula-219864,,,,,,Gräsmark,,,,,,,,Kalk,,,,,
Sileshår-Arter,Drosera,Sileshårsväxter,SmaProvArt,Sileshar,https://sv.wikipedia.org/wiki/Silesh%C3%A5r-arter,Drosera,,,,,,,,,,,,,,,,,,
Sipperblindia,Blindia acuta,Mossor,SmaProvArt,Sipperblindia,,Blindia acuta,,,,,,,Mossor,,KT,,Silikat,,,,,Hällmark,,
Sipperlavar,Dermatocarpon,Lavar,SmaProvArt,Sipperlavar,https://artportalen.se/Media/Taxon/1007891,Dermatocarpon,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Sjöfräken,Equisetum fluviatile,Fräkenväxter,SmaProvArt,Sjofraken,https://sv.wikipedia.org/wiki/Sj%C3%B6fr%C3%A4ken,Equisetum fluviatile,,,,,,,,,,,,Vatten,,Dike,,,,
Skallror,Rhinanthus,Snyltrotsväxter,SmaProvArt,Skallror,https://sv.wikipedia.org/wiki/Skallror,Rhinanthus,,,,,,,,,,,,,,,Artrikt,,,
Skavfräken,Equisetum hyemale,Fräkenväxter,SmaProvArt,Skavfraken,https://sv.wikipedia.org/wiki/Skavfr%C3%A4ken,Equisetum hyemale,,,,,,,,,,,,,,,,,,
Skinnlavar,Leptogium,Lavar,SmaProvArt,Skinnlavar,https://artfakta.se/artbestamning/taxon/Leptogium-1007976,Collematacae,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Skogsbjörnmossa,Polytrichastrum formosum,Mossor,SmaProvArt,Skogsbjornmossa,https://sv.wikipedia.org/wiki/Skogsbj%C3%B6rnmossa,Polytrichastrum formosum,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Skogs-Nord-Lundbräken,Dryopteris carthusiana,Ormbunksväxter,SmaProvArt,Skogs_Nord_Lundbraken,https://artfakta.se/artbestamning/taxon/dryopteris-1006523,,,,,,,,,,,,,,,,,,,
Skogsfibblor,Hieracium sect. Hieracium,Korgblommiga,SmaProvArt,Skogsfibblor,https://sv.wikipedia.org/wiki/Skogsfibblor,Hieracium sect. Hieracium,,,,,,,,,,,,,,,,,,
Skogsfräken,Equisetum sylvaticum,Fräkenväxter,SmaProvArt,Skogsfraken,https://sv.wikipedia.org/wiki/Skogsfr%C3%A4ken,Equisetum sylvaticum,,,,,,,,,,,,,,,,,,
Skogsklöver,Trifolium medium,Ärtväxter,SmaProvArt,Skogsklover,https://sv.wikipedia.org/wiki/Skogskl%C3%B6ver,Trifolium medium,,,,,,,,,,,,,,,,,,
Skogskornell,Cornus sanguinea,Kornellväxter,TradBuskArt,Skogskornell,https://sv.wikipedia.org/wiki/Skogskornell,Cornus sanguinea,,,Buskar,,,,,,,,,,,,,,,
Skogsnarv,Moehringia trinervia,Nejlikväxter,SmaProvArt,Skogsnarv,https://artfakta.se/artbestamning/taxon/Moehringia%20trinervia-220823,,,,,,,,,,,,,,,,,,,
Skogssallat,Lactuca muralis,Korgblommiga,SmaProvArt,Skogssallat,https://sv.wikipedia.org/wiki/Skogssallat,Lactuca muralis,,,,,,,,,,,,,Kalk,,,,,
Skogsstjärna,Lysimachia europaea,Viveväxter,SmaProvArt,Skogsstjarna,https://sv.wikipedia.org/wiki/Skogsstj%C3%A4rna,Lysimachia europaea,,,,,,,,,,,,,,,,,,
Skogssäv,Scirpus sylvaticus,Halvgräs,SmaProvArt,Skogssav,https://sv.wikipedia.org/wiki/Skogss%C3%A4v,Scirpus sylvaticus,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Skogstry,Lonicera xylosteum,Kaprifolväxter,TradBuskArt,Skogstry,https://sv.wikipedia.org/wiki/Skogstry,Lonicera xylosteum,,,Buskar,,,,,,,,,,,,,,,
"Skräppor (Krus-, Gårds-)",Rumex crispus/R. longifolius,Slideväxter,SmaProvArt,Skrappor_Krusgard,https://sv.wikipedia.org/wiki/Skr%C3%A4ppor,Rumex crispus/R. longifolius,,,,,,,,,,,,,,,,,,
Skräppor (Tomt-),Rumex obtusifolius,Slideväxter,SmaProvArt,Skrappor_Tomt,https://sv.wikipedia.org/wiki/Tomtskr%C3%A4ppa,Rumex obtusifolius,,,,,,,,,,,,,,,,,,
"Skräppor (Vatten-, Häst-)",Rumex aquaticus/R. hydrolapathum,Slideväxter,SmaProvArt,Skrappor_Vattenhast,https://sv.wikipedia.org/wiki/Skr%C3%A4ppor ,Rumex aquaticus/R. hydrolapathum,,,,,,,,,,,,,,,,,,
Skvattram,Rhododendron tomentosum,Ljungväxter,SmaProvArt,Skvattram,https://sv.wikipedia.org/wiki/Skvattram,Rhododendron tomentosum,,,,,,,,,,,,,,,,,,
Slankstarr,Carex flacca,Halvgräs,SmaProvArt,Slankstarr,https://sv.wikipedia.org/wiki/Slankstarr,Carex flacca,,,,,Gräsmark,Våtmark,,,,,,,Kalk,,,Hällmark,,
Slån,Prunus spinosa,Rosväxter,TradBuskArt,Slan,https://sv.wikipedia.org/wiki/Sl%C3%A5n,Prunus spinosa,,,Buskar,Bärande,,,,,,,,,,,,,,
Slåtterblomma,Parnassia palustris,Benvedsväxter,SmaProvArt,Slatterblomma,https://sv.wikipedia.org/wiki/Sl%C3%A5tterblomma,Parnassia palustris,,,,,Gräsmark,Våtmark,,,,,,,,,,,,
Slåtterfibbla,Hypochaeris maculata,Korgblommiga,SmaProvArt,Slatterfibbla,https://sv.wikipedia.org/wiki/Sl%C3%A5tterfibbla,Hypochaeris maculata,,,,,,,,,,,,,Kalk,,,,,
Slåttergubbe,Arnica montana,Korgblommiga,SmaProvArt,Slattergubbe,https://sv.wikipedia.org/wiki/Sl%C3%A5ttergubbe,Arnica montana,,,,,,,,,,,,,,,,,,
Slät Klockmossa,Encalypta vulgaris,Mossor,SmaProvArt,Slat_Klockmossa,https://artfakta.se/artbestamning/taxon/Encalypta%20vulgaris-2435,,,,,,,,Mossor,,,KT,Silikat,,Kalk,,,Hällmark,,
Smultron,Fragaria vesca,Rosväxter,SmaProvArt,Smultron,https://sv.wikipedia.org/wiki/Smultron,Fragaria vesca,,,,,,,,,,,Silikat,,Kalk,,Artrikt,Hällmark,,
Små Röda Vitmossor,Sphagnum acutifolia*,Mossor,SmaProvArt,Sma_Roda_Vitmossor,http://www.slu.se/documents/externwebben/s-fak/skoglig-resurshallning/landskapsanalys_publikationer/publikationer2003-2009/nils_manual_mossor_web2003.pdf,Sphagnum acutifolia*,,,,,,Våtmark,Mossor,,,,,,,,,,,
Småborre,Agrimonia eupatoria,Rosväxter,SmaProvArt,Smaborre,https://sv.wikipedia.org/wiki/Sm%C3%A5borre,Agrimonia eupatoria,,,,,,,,,,,,,,,,,,
Smällglim,Silene vulgaris,Nejlikväxter,SmaProvArt,Smallglim,https://sv.wikipedia.org/wiki/Sm%C3%A4llglim,Silene vulgaris,,,,,,,,,,,Silikat,,Kalk,,,Hällmark,,
Smörbollar,Trollius europaeus,Ranunkelväxter,SmaProvArt,Smorbollar,https://sv.wikipedia.org/wiki/Sm%C3%B6rbollar,Trollius europaeus,,,,,,,,,,,,,,,,,,
Snärjmåra,Galium aparine,Måreväxter,SmaProvArt,Snarjmara,https://sv.wikipedia.org/wiki/Sn%C3%A4rjm%C3%A5ra,Galium aparine,,,,,,,,,,,,,,,,,,
Snöbär,Symphoricarpos albus,Kaprifolväxter,TradBuskArt,Snobar,https://sv.wikipedia.org/wiki/Sn%C3%B6b%C3%A4r,Symphoricarpos albus,,,Buskar,Bärande,,,,,,,,,,,,,,
Snölav,Flavocetraria nivalis,Lavar,SmaProvArt,Snolav,https://artfakta.se/artbestamning/taxon/Flavocetraria%20nivalis-228835,Flavocetraria nivalis,,,,,,,,Lavar,,KT,Silikat,,Kalk,,,Hällmark,,
Solvända,Helianthemum nummularium,Solvändeväxter,SmaProvArt,Solvanda,https://sv.wikipedia.org/wiki/Solv%C3%A4nda,Helianthemum nummularium,,,,,Gräsmark,,,,,,,,,,Artrikt,,,
Sommarfibbla,Leontodon hispidus,Korgblommiga,SmaProvArt,Sommarfibbla,https://sv.wikipedia.org/wiki/Sommarfibbla,Leontodon hispidus,,,,,,,,,,,,,,,,,,
Sommargyllen,Barbarea vulgaris,Korsblommiga,SmaProvArt,Sommargyllen,https://sv.wikipedia.org/wiki/Sommargyllen,Barbarea vulgaris,,,,,,,,,,,,,,,,,,
Sotvitmossa,Sphagnum papillosum,Mossor,SmaProvArt,Sotvitmossa,https://sv.wikipedia.org/wiki/Sotvitmossa,Sphagnum papillosum,,,,,,Våtmark,Mossor,,,,,,,,,,,
Sparv-/Mjuknäva,Geranium pusillum/G. molle,Näveväxter,SmaProvArt,Sparv_Mjuknava,https://sv.wikipedia.org/wiki/Sparv-/mjukn%C3%A4va,Geranium pusillum/G. molle,,,,,,,,,,,Silikat,,,,,Hällmark,,
Spirea,Spiraea,Rosväxter,TradBuskArt,Spirea,https://sv.wikipedia.org/wiki/Spirea,,,,Buskar,,,,,,,,,,,,,,,
Spjutmossa,Calliergonella cuspidata,Mossor,SmaProvArt,Spjutmossa,https://sv.wikipedia.org/wiki/Spjutmossa,Calliergonella cuspidata,,,,,,Våtmark,Mossor,,,,Silikat,,,,,Hällmark,,
Sprödlavar,Sphaerophorus,Lavar,SmaProvArt,Sprodlavar,https://artfakta.se/artbestamning/taxon/Sphaerophorus%20fragilis-230039,Sphaerophorus,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Spåtistel,Carlina vulgaris,Korgblommiga,SmaProvArt,Spatistel,https://artfakta.se/artbestamning/taxon/Carlina%20vulgaris-220038,,,,,,Gräsmark,,,,,,,,Kalk,,,Hällmark,,
Späd Skorpionmossa,Scorpidium cossonii,Mossor,SmaProvArt,Spad_Skorpionmossa,https://artfakta.se/artbestamning/taxon/scorpidium-cossonii-2708,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Spärrvitmossa,Sphagnum squarrosum,Mossor,SmaProvArt,Sparrvitmossa,https://sv.wikipedia.org/wiki/Sp%C3%A4rrvitmossa,Sphagnum squarrosum,,,,,,Våtmark,Mossor,,,,,,,,,,,
Stagg,Nardus stricta,Gräs,SmaProvArt,Stagg,https://sv.wikipedia.org/wiki/Stagg,Nardus stricta,,,,,,,,,,,,,,,,,,
Stenbär,Rubus saxatilis,Rosväxter,SmaProvArt,Stenbar,https://sv.wikipedia.org/wiki/Stenb%C3%A4r,Rubus saxatilis,,,,,,,,,,,,,,,,,,
Stenkrassing,Hornungia petraea,Korsblommiga,SmaProvArt,Stenkrassing,https://artfakta.se/artbestamning/taxon/Hornungia%20petraea-222518,,,,,,,,,,,,,,Kalk,,,Hällmark,,
Stenmalört,Artemisia rupestris,Korgblommiga,SmaProvArt,Stenmalort,https://artfakta.se/artbestamning/taxon/Artemisia%20rupestris-1862,,,,,,,,,,,,,,Kalk,,,Hällmark,,
Stenmåra,Galium saxatile,Måreväxter,SmaProvArt,Stenmara,https://sv.wikipedia.org/wiki/Stenm%C3%A5ra,Galium saxatile,,,,,,,,,,,,,,,,,,
